time_s,cylinder_AU,cone_s2_AU,cone_s05_AU
291.74,0.0005097706032285472,,-0.000679694137638063
291.769,0.0005097706032285472,,-0.000679694137638063
291.799,0.0005097706032285472,,-0.000679694137638063
291.829,0.0005097706032285472,,-0.000679694137638063
291.858,0.0005097706032285472,,-0.000679694137638063
291.888,0.0005097706032285472,,-0.000679694137638063
291.918,0.0005097706032285472,,-0.000679694137638063
291.947,0.0005097706032285472,,-0.000679694137638063
291.977,0.0005097706032285472,,-0.000679694137638063
292.007,0.0005097706032285472,,-0.000679694137638063
292.036,0.0005097706032285472,,-0.000679694137638063
292.066,0.0005097706032285472,,-0.000679694137638063
292.095,0.0005097706032285472,,-0.000679694137638063
292.125,0.0005097706032285472,,-0.000679694137638063
292.155,0.0005097706032285472,,-0.000679694137638063
292.184,0.0005097706032285472,,-0.000679694137638063
292.214,0.0005097706032285472,,-0.000679694137638063
292.244,0.0005097706032285472,,-0.000679694137638063
292.273,0.0005097706032285472,,-0.000679694137638063
292.303,-0.009005947323704333,,-0.000679694137638063
292.333,-0.009005947323704333,,-0.000679694137638063
292.362,-0.009005947323704333,,-0.000679694137638063
292.392,-0.009005947323704333,,-0.000679694137638063
292.421,-0.009005947323704333,,-0.000679694137638063
292.451,-0.008836023789294817,,-0.000679694137638063
292.481,-0.010025488530161428,,-0.000679694137638063
292.51,-0.010025488530161428,,-0.000679694137638063
292.54,-0.009005947323704333,,-0.000679694137638063
292.57,-0.009005947323704333,,-0.000679694137638063
292.599,-0.009005947323704333,,-0.000679694137638063
292.629,-0.008836023789294817,,-0.000679694137638063
292.659,-0.009005947323704333,,-0.000679694137638063
292.688,-0.009005947323704333,,-0.000679694137638063
292.718,-0.009005947323704333,,-0.000679694137638063
